Date,KLCI_Close,AMM_Close,Astro_Close,Axiata_Close,Roth_Close,Cimb_Close,Digi_Close,Fgv_Close,Gent_Close,Genm_Close,Hlbk_Close,Hlfg_Close,Ihh_Close,Ioi_Close,Klk_Close,Misc_Close,May_Close,Maxis_Close,Pep_Close,Pchem_Close,Petd_Close,Ptg_Close,Pbk_Close,Rhbc_Close,Sakp_Close,Sime_Close,T_Close,Tnb_Close,Uems_Close,Umwh_Close,Ytl_Close
2013-10-23,1814.11,7.49,2.94,6.91,62.8,7.66,4.92,4.44,10.48,4.28,14.5,15.32,4.17,5.44,23.08,5.1,9.96,7.19,14.6,7.12,30.3,23.5,18.5,7.9,4.3,9.56,5.15,9.36,2.62,12.4,1.61
2013-10-24,1818.93,7.49,2.89,6.92,62.76,7.67,4.95,4.55,10.38,4.3,14.46,15.36,4.18,5.44,23.14,5.17,9.97,7.18,14.58,7.11,30.9,23.5,18.54,7.96,4.27,9.54,5.25,9.5,2.63,12.54,1.62
2013-10-25,1817.57,7.5,2.91,6.91,63,7.65,4.93,4.5,10.54,4.25,14.28,15.46,4.17,5.44,23.12,5.19,9.98,7.2,14.68,7.12,30.7,23.8,18.5,7.98,4.19,9.55,5.25,9.37,2.6,12.68,1.62
2013-10-28,1818.39,7.49,2.91,6.91,63.74,7.64,4.93,4.4,10.52,4.28,14.32,15.5,4.15,5.44,23.12,5.14,9.96,7.19,14.62,7.15,30.76,24.3,18.48,7.9,4.17,9.55,5.24,9.48,2.5,12.8,1.62
2013-10-29,1815.65,7.44,2.95,6.89,63.48,7.6,5.06,4.45,10.48,4.29,14.28,15.52,4.17,5.44,23.2,5.15,9.81,7.2,14.8,7.15,30.9,24.3,18.46,7.91,4.09,9.56,5.26,9.36,2.43,13,1.63
2013-10-30,1817.38,7.42,2.95,6.9,64,7.6,5.01,4.5,10.66,4.33,14.32,15.12,4.19,5.44,23.2,5.13,9.82,7.19,14.78,7.13,30.88,24.36,18.4,7.98,4.06,9.56,5.25,9.38,2.37,13.16,1.65
2013-10-31,1806.85,7.39,2.9,6.87,63.5,7.47,5,4.49,10.48,4.32,14.28,15.22,4.13,5.44,23.1,5.11,9.76,7.19,14.7,7.11,30.6,24.52,18.3,7.89,4,9.53,5.24,9.43,2.34,12.8,1.65
2013-11-01,1810.41,7.4,2.95,6.86,63.36,7.52,4.98,4.44,10.6,4.37,14.3,15.04,4.17,5.42,23.2,5.12,9.79,7.19,14.7,7.12,31,24.3,18.22,7.89,4.17,9.52,5.23,9.4,2.37,12.7,1.64
2013-11-04,1807.47,7.45,2.91,6.88,62.8,7.54,4.96,4.43,10.46,4.47,14.28,15.02,4.15,5.4,23.2,5.06,9.87,7.15,14.54,7.08,30.5,24.3,18.24,7.8,4.09,9.51,5.23,9.4,2.34,12.68,1.61
2013-11-06,1803.05,7.41,2.9,6.85,63.3,7.56,4.87,4.39,10.4,4.4,14.3,15.02,4.14,5.39,23.24,5.05,9.86,7.12,14.48,7.12,30.76,24,18.18,7.79,4.11,9.5,5.2,9.39,2.34,12.6,1.64
2013-11-07,1806.61,7.43,2.9,6.86,63.84,7.59,4.93,4.34,10.32,4.55,14.28,14.82,4.15,5.4,23.4,5.01,9.91,7.12,14.28,7.1,30.4,24.28,18.24,7.74,4.12,9.5,5.17,9.4,2.36,12.62,1.64
2013-11-08,1804.48,7.37,2.9,6.86,63.1,7.62,4.92,4.36,10.32,4.5,14.28,15.04,4.15,5.39,23.38,5.08,9.89,7.11,14.06,6.83,30.3,23.88,18.32,7.75,4.31,9.5,5.17,9.39,2.4,12.64,1.64
2013-11-11,1804.21,7.39,2.88,6.84,62.9,7.6,4.97,4.4,10.36,4.49,14.28,15.04,4.14,5.39,23.38,5.13,9.91,7.11,14.14,6.79,30.32,23.92,18.3,7.79,4.25,9.5,5.18,9.43,2.35,12.44,1.63
2013-11-12,1794.8,7.35,2.86,6.85,63,7.53,4.85,4.3,10.34,4.43,14.26,14.88,4.16,5.4,23.22,5.1,9.85,7.12,13.96,6.75,30.2,23.48,18.28,7.76,4.22,9.49,5.17,9.4,2.34,12.3,1.63
2013-11-13,1782.49,7.34,2.81,6.83,62.7,7.47,4.8,4.28,10.22,4.35,14.18,15,4.13,,23.1,5.05,9.73,7.13,13.88,6.7,30.16,23.1,18.14,7.68,4.2,9.49,5.15,9.41,2.27,12.24,1.59
2013-11-14,1784.65,7.33,2.81,6.82,62.56,7.48,4.82,4.3,10.28,4.38,14.18,,4.12,,23,5.07,9.78,7.12,13.96,6.67,29.96,23.1,18.12,7.67,4.23,9.49,5.16,9.41,2.28,12.34,1.6
